Status,Group,Channel Name,URL,Reason,LatencyMs
Dead,"BR – 24H INFANTIL","[24H] BEYBLADE [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/140543.ts","No data (insufficient stream data: 235 bytes)",319
Dead,"BR – 24H INFANTIL","[24H] BEYBLADE [S02] V FORCE","http://tjtor8411.com:80/Osiel123/Felicidade321/140544.ts","No data (insufficient stream data: 235 bytes)",579
Dead,"BR – 24H INFANTIL","[24H] BEYBLADE [S03] G REVOLUTION","http://tjtor8411.com:80/Osiel123/Felicidade321/140545.ts","No data (insufficient stream data: 235 bytes)",832
Dead,"BR – 24H INFANTIL","[24H] BLACK KAMEN RIDER","http://tjtor8411.com:80/Osiel123/Felicidade321/149549.ts","No data (insufficient stream data: 235 bytes)",247
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/138065.ts","No data (insufficient stream data: 235 bytes)",530
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/138066.ts","No data (insufficient stream data: 235 bytes)",461
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/138067.ts","No data (insufficient stream data: 235 bytes)",495
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/138068.ts","No data (insufficient stream data: 235 bytes)",387
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/138069.ts","No data (insufficient stream data: 235 bytes)",497
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/138070.ts","No data (insufficient stream data: 235 bytes)",539
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/138071.ts","No data (insufficient stream data: 235 bytes)",416
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S08]","http://tjtor8411.com:80/Osiel123/Felicidade321/138072.ts","No data (insufficient stream data: 235 bytes)",393
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S09]","http://tjtor8411.com:80/Osiel123/Felicidade321/138073.ts","No data (insufficient stream data: 235 bytes)",463
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S10]","http://tjtor8411.com:80/Osiel123/Felicidade321/138074.ts","No data (insufficient stream data: 235 bytes)",701
Dead,"BR – 24H INFANTIL","[24H] BOB ESPONJA CALCA QUADRADA [S11]","http://tjtor8411.com:80/Osiel123/Felicidade321/138075.ts","No data (insufficient stream data: 235 bytes)",468
Dead,"BR – 24H INFANTIL","[24H] BOB O CONSTRUTOR","http://tjtor8411.com:80/Osiel123/Felicidade321/306842.ts","No data (insufficient stream data: 235 bytes)",454
Dead,"BR – 24H INFANTIL","[24H] CAVERNA DO DRAGAO","http://tjtor8411.com:80/Osiel123/Felicidade321/135454.ts","No data (insufficient stream data: 235 bytes)",401
Dead,"BR – 24H INFANTIL","[24H] COCORICO","http://tjtor8411.com:80/Osiel123/Felicidade321/156653.ts","No data (insufficient stream data: 235 bytes)",506
Dead,"BR – 24H INFANTIL","[24H] CORRIDA MALUCA","http://tjtor8411.com:80/Osiel123/Felicidade321/145378.ts","No data (insufficient stream data: 235 bytes)",509
Dead,"BR – 24H INFANTIL","[24H] DIGIMON ADVENTURE","http://tjtor8411.com:80/Osiel123/Felicidade321/137620.ts","No data (insufficient stream data: 235 bytes)",414
Dead,"BR – 24H INFANTIL","[24H] DIGIMON DIGITAL MONSTERS [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/138076.ts","No data (insufficient stream data: 235 bytes)",392
Dead,"BR – 24H INFANTIL","[24H] DIGIMON DIGITAL MONSTERS [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/138077.ts","No data (insufficient stream data: 235 bytes)",475
Dead,"BR – 24H INFANTIL","[24H] DIGIMON DIGITAL MONSTERS [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/138078.ts","No data (insufficient stream data: 235 bytes)",398
Dead,"BR – 24H INFANTIL","[24H] DIGIMON DIGITAL MONSTERS [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/138079.ts","No data (insufficient stream data: 235 bytes)",384
Dead,"BR – 24H INFANTIL","[24H] DIGIMON DIGITAL MONSTERS [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/138080.ts","No data (insufficient stream data: 235 bytes)",911
Dead,"BR – 24H INFANTIL","[24H] DIGIMON SAVERS","http://tjtor8411.com:80/Osiel123/Felicidade321/137621.ts","No data (insufficient stream data: 235 bytes)",468
Dead,"BR – 24H INFANTIL","[24H] DIGIMON TAMERS","http://tjtor8411.com:80/Osiel123/Felicidade321/138025.ts","No data (insufficient stream data: 235 bytes)",1184
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL CLASSICO","http://tjtor8411.com:80/Osiel123/Felicidade321/135473.ts","No data (insufficient stream data: 235 bytes)",800
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL GT","http://tjtor8411.com:80/Osiel123/Felicidade321/135483.ts","No data (insufficient stream data: 235 bytes)",396
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL SUPER - GOLDEN FREEZA [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/135485.ts","No data (insufficient stream data: 235 bytes)",461
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL SUPER - SAGA DEUS DA DESTRUICAO BILLS [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/135484.ts","No data (insufficient stream data: 235 bytes)",388
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL SUPER - SOBREVIVENCIA DO UNIVERSO [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/135488.ts","No data (insufficient stream data: 235 bytes)",505
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL SUPER - TRUNKS DO FUTURO [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/135487.ts","No data (insufficient stream data: 235 bytes)",498
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL SUPER - UNIVERSO 6 [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/135486.ts","No data (insufficient stream data: 235 bytes)",492
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DO ANDROIDE CELL (PARTE 1) [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/135478.ts","No data (insufficient stream data: 235 bytes)",454
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DO ANDROIDE CELL (PARTE 2) [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/135479.ts","No data (insufficient stream data: 235 bytes)",1115
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DO FREEZA (PARTE 1) [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/135475.ts","No data (insufficient stream data: 235 bytes)",402
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DO FREEZA (PARTE 2) [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/135476.ts","No data (insufficient stream data: 235 bytes)",419
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DO GARLIC JR [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/135477.ts","No data (insufficient stream data: 235 bytes)",434
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DO MAJIN BOO (PARTE 1) [S08]","http://tjtor8411.com:80/Osiel123/Felicidade321/135481.ts","No data (insufficient stream data: 235 bytes)",818
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DO MAJIN BOO (PARTE 2) [S09]","http://tjtor8411.com:80/Osiel123/Felicidade321/135482.ts","No data (insufficient stream data: 235 bytes)",480
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DO TORNEIO DO OUTRO MUNDO [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/135480.ts","No data (insufficient stream data: 235 bytes)",457
Dead,"BR – 24H INFANTIL","[24H] DRAGON BALL Z - SAGA DOS SAIYAJINS [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/135474.ts","No data (insufficient stream data: 235 bytes)",510
Dead,"BR – 24H INFANTIL","[24H] GARFIELD E SEUS AMIGOS","http://tjtor8411.com:80/Osiel123/Felicidade321/138026.ts","No data (insufficient stream data: 235 bytes)",384
Dead,"BR – 24H INFANTIL","[24H] GASPARZINHO O FANTASMINHA CAMARADA","http://tjtor8411.com:80/Osiel123/Felicidade321/151619.ts","No data (insufficient stream data: 235 bytes)",411
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/135526.ts","No data (insufficient stream data: 235 bytes)",465
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/135525.ts","No data (insufficient stream data: 235 bytes)",472
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/135524.ts","No data (insufficient stream data: 235 bytes)",521
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/135523.ts","No data (insufficient stream data: 235 bytes)",437
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/135521.ts","No data (insufficient stream data: 235 bytes)",458
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/135522.ts","No data (insufficient stream data: 235 bytes)",512
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/135520.ts","No data (insufficient stream data: 235 bytes)",492
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S08]","http://tjtor8411.com:80/Osiel123/Felicidade321/135519.ts","No data (insufficient stream data: 235 bytes)",477
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S09]","http://tjtor8411.com:80/Osiel123/Felicidade321/135518.ts","No data (insufficient stream data: 235 bytes)",540
Dead,"BR – 24H INFANTIL","[24H] HORA DE AVENTURA [S10]","http://tjtor8411.com:80/Osiel123/Felicidade321/135517.ts","No data (insufficient stream data: 235 bytes)",542
Dead,"BR – 24H INFANTIL","[24H] IRMAO DO JOREL","http://tjtor8411.com:80/Osiel123/Felicidade321/135567.ts","No data (insufficient stream data: 235 bytes)",472
Dead,"BR – 24H INFANTIL","[24H] JIRAIYA O INCRIVEL NINJA","http://tjtor8411.com:80/Osiel123/Felicidade321/135569.ts","No data (insufficient stream data: 235 bytes)",425
Dead,"BR – 24H INFANTIL","[24H] KAMP KORAL BOB ESPONJA PRIMEIROS ANOS","http://tjtor8411.com:80/Osiel123/Felicidade321/135562.ts","No data (insufficient stream data: 235 bytes)",442
Dead,"BR – 24H INFANTIL","[24H] LIGA DA JUSTICA [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/149551.ts","No data (insufficient stream data: 235 bytes)",402
Dead,"BR – 24H INFANTIL","[24H] LIGA DA JUSTICA [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/149552.ts","No data (insufficient stream data: 235 bytes)",433
Dead,"BR – 24H INFANTIL","[24H] LIGA DA JUSTICA SEM LIMITES","http://tjtor8411.com:80/Osiel123/Felicidade321/138950.ts","No data (insufficient stream data: 235 bytes)",510
Dead,"BR – 24H INFANTIL","[24H] LULUZINHA","http://tjtor8411.com:80/Osiel123/Felicidade321/149604.ts","No data (insufficient stream data: 235 bytes)",538
Dead,"BR – 24H INFANTIL","[24H] MASHA E O URSO","http://tjtor8411.com:80/Osiel123/Felicidade321/137619.ts","No data (insufficient stream data: 235 bytes)",444
Dead,"BR – 24H INFANTIL","[24H] MIRACULOUS AS AVENTURAS DE LADYBUG","http://tjtor8411.com:80/Osiel123/Felicidade321/137159.ts","No data (insufficient stream data: 235 bytes)",422
Dead,"BR – 24H INFANTIL","[24H] MUNDO BITA","http://tjtor8411.com:80/Osiel123/Felicidade321/135452.ts","No data (insufficient stream data: 235 bytes)",464
Dead,"BR – 24H INFANTIL","[24H] MUNDO BITA E A NATUREZA","http://tjtor8411.com:80/Osiel123/Felicidade321/135498.ts","No data (insufficient stream data: 235 bytes)",449
Dead,"BR – 24H INFANTIL","[24H] MUNDO BITA E AS BRINCADEIRAS","http://tjtor8411.com:80/Osiel123/Felicidade321/135497.ts","No data (insufficient stream data: 235 bytes)",760
Dead,"BR – 24H INFANTIL","[24H] MUNDO BITA E O CORPO HUMANO","http://tjtor8411.com:80/Osiel123/Felicidade321/135496.ts","No data (insufficient stream data: 235 bytes)",430
Dead,"BR – 24H INFANTIL","[24H] MUNDO BITA E O NOSSO DIA","http://tjtor8411.com:80/Osiel123/Felicidade321/135495.ts","No data (insufficient stream data: 235 bytes)",423
Dead,"BR – 24H INFANTIL","[24H] MUNDO BITA E OS ANIMAIS","http://tjtor8411.com:80/Osiel123/Felicidade321/135494.ts","No data (insufficient stream data: 235 bytes)",458
Dead,"BR – 24H INFANTIL","[24H] O FANTASTICO JASPION","http://tjtor8411.com:80/Osiel123/Felicidade321/135568.ts","No data (insufficient stream data: 235 bytes)",399
Dead,"BR – 24H INFANTIL","[24H] O INCRIVEL MUNDO DE GUMBALL","http://tjtor8411.com:80/Osiel123/Felicidade321/166348.ts","No data (insufficient stream data: 235 bytes)",466
Dead,"BR – 24H INFANTIL","[24H] O LABORATORIO DE DEXTER","http://tjtor8411.com:80/Osiel123/Felicidade321/150114.ts","No data (insufficient stream data: 235 bytes)",449
Dead,"BR – 24H INFANTIL","[24H] O MARINHEIRO POPEYE [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/145943.ts","No data (insufficient stream data: 235 bytes)",387
Dead,"BR – 24H INFANTIL","[24H] O MARINHEIRO POPEYE [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/145944.ts","No data (insufficient stream data: 235 bytes)",464
Dead,"BR – 24H INFANTIL","[24H] O MARINHEIRO POPEYE [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/145945.ts","No data (insufficient stream data: 235 bytes)",458
Dead,"BR – 24H INFANTIL","[24H] O MARINHEIRO POPEYE [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/145946.ts","No data (insufficient stream data: 235 bytes)",433
Dead,"BR – 24H INFANTIL","[24H] O MUNDO MARAVILHOSAMENTE ESTRANHO DE GUMBALL","http://tjtor8411.com:80/Osiel123/Felicidade321/371460.ts","No data (insufficient stream data: 235 bytes)",467
Dead,"BR – 24H INFANTIL","[24H] O MUNDO MARAVILHOSO DE MICKEY MOUSE","http://tjtor8411.com:80/Osiel123/Felicidade321/151621.ts","No data (insufficient stream data: 235 bytes)",389
Dead,"BR – 24H INFANTIL","[24H] O NOVO SHOW DO PICA PAU","http://tjtor8411.com:80/Osiel123/Felicidade321/145381.ts","No data (insufficient stream data: 235 bytes)",421
Dead,"BR – 24H INFANTIL","[24H] O SHOW DE TOM E JERRY","http://tjtor8411.com:80/Osiel123/Felicidade321/140743.ts","No data (insufficient stream data: 235 bytes)",414
Dead,"BR – 24H INFANTIL","[24H] O SHOW DO GARFIELD","http://tjtor8411.com:80/Osiel123/Felicidade321/137429.ts","No data (insufficient stream data: 235 bytes)",800
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/371463.ts","No data (insufficient stream data: 235 bytes)",425
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/371464.ts","No data (insufficient stream data: 235 bytes)",397
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/371465.ts","No data (insufficient stream data: 235 bytes)",432
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/371466.ts","No data (insufficient stream data: 235 bytes)",431
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/371467.ts","No data (insufficient stream data: 235 bytes)",486
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/371468.ts","No data (insufficient stream data: 235 bytes)",417
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/371469.ts","No data (insufficient stream data: 235 bytes)",417
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S08]","http://tjtor8411.com:80/Osiel123/Felicidade321/371470.ts","No data (insufficient stream data: 235 bytes)",470
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S09]","http://tjtor8411.com:80/Osiel123/Felicidade321/371471.ts","No data (insufficient stream data: 235 bytes)",1278
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S10]","http://tjtor8411.com:80/Osiel123/Felicidade321/371472.ts","No data (insufficient stream data: 235 bytes)",422
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S11]","http://tjtor8411.com:80/Osiel123/Felicidade321/371473.ts","No data (insufficient stream data: 235 bytes)",390
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S12]","http://tjtor8411.com:80/Osiel123/Felicidade321/371474.ts","No data (insufficient stream data: 235 bytes)",448
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S13]","http://tjtor8411.com:80/Osiel123/Felicidade321/371475.ts","No data (insufficient stream data: 235 bytes)",436
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S14]","http://tjtor8411.com:80/Osiel123/Felicidade321/371476.ts","No data (insufficient stream data: 235 bytes)",727
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S15]","http://tjtor8411.com:80/Osiel123/Felicidade321/371477.ts","No data (insufficient stream data: 235 bytes)",459
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S16]","http://tjtor8411.com:80/Osiel123/Felicidade321/371478.ts","No data (insufficient stream data: 235 bytes)",528
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S17]","http://tjtor8411.com:80/Osiel123/Felicidade321/371479.ts","No data (insufficient stream data: 235 bytes)",393
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S18]","http://tjtor8411.com:80/Osiel123/Felicidade321/371480.ts","No data (insufficient stream data: 235 bytes)",380
Dead,"BR – 24H INFANTIL","[24H] ONE PIECE [S19]","http://tjtor8411.com:80/Osiel123/Felicidade321/371481.ts","No data (insufficient stream data: 235 bytes)",428
Dead,"BR – 24H INFANTIL","[24H] OS BACKYARDIGANS","http://tjtor8411.com:80/Osiel123/Felicidade321/141495.ts","No data (insufficient stream data: 235 bytes)",453
Dead,"BR – 24H INFANTIL","[24H] OS CAVALEIROS DO ZODIACO - ALMA DE OURO","http://tjtor8411.com:80/Osiel123/Felicidade321/137135.ts","No data (insufficient stream data: 235 bytes)",432
Dead,"BR – 24H INFANTIL","[24H] OS CAVALEIROS DO ZODIACO - OMEGA","http://tjtor8411.com:80/Osiel123/Felicidade321/138954.ts","No data (insufficient stream data: 235 bytes)",421
Dead,"BR – 24H INFANTIL","[24H] OS CAVALEIROS DO ZODIACO - SAGA DE ASGARD [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/137131.ts","No data (insufficient stream data: 235 bytes)",417
Dead,"BR – 24H INFANTIL","[24H] OS CAVALEIROS DO ZODIACO - SAGA DE HADES [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/137133.ts","No data (insufficient stream data: 235 bytes)",389
Dead,"BR – 24H INFANTIL","[24H] OS CAVALEIROS DO ZODIACO - SAGA DE POSEIDON [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/137132.ts","No data (insufficient stream data: 235 bytes)",383
Dead,"BR – 24H INFANTIL","[24H] OS CAVALEIROS DO ZODIACO - SAGA DO SANTUARIO [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/137130.ts","No data (insufficient stream data: 235 bytes)",399
Dead,"BR – 24H INFANTIL","[24H] OS CAVALEIROS DO ZODIACO - THE LOST CANVAS","http://tjtor8411.com:80/Osiel123/Felicidade321/137134.ts","No data (insufficient stream data: 235 bytes)",439
Dead,"BR – 24H INFANTIL","[24H] OS CAVALEIROS DO ZODÍACO SAINT SEIYA","http://tjtor8411.com:80/Osiel123/Felicidade321/137136.ts","No data (insufficient stream data: 235 bytes)",425
Dead,"BR – 24H INFANTIL","[24H] OS PADRINHOS MAGICOS","http://tjtor8411.com:80/Osiel123/Felicidade321/135546.ts","No data (insufficient stream data: 235 bytes)",360
Dead,"BR – 24H INFANTIL","[24H] OS SMURFS","http://tjtor8411.com:80/Osiel123/Felicidade321/136817.ts","No data (insufficient stream data: 235 bytes)",356
Dead,"BR – 24H INFANTIL","[24H] OS URSINHOS CARINHOSOS","http://tjtor8411.com:80/Osiel123/Felicidade321/150496.ts","No data (insufficient stream data: 235 bytes)",375
Dead,"BR – 24H INFANTIL","[24H] PATRULHA CANINA","http://tjtor8411.com:80/Osiel123/Felicidade321/135547.ts","No data (insufficient stream data: 235 bytes)",497
Dead,"BR – 24H INFANTIL","[24H] PEPPA PIG","http://tjtor8411.com:80/Osiel123/Felicidade321/135548.ts","No data (insufficient stream data: 235 bytes)",392
Dead,"BR – 24H INFANTIL","[24H] PICA PAU","http://tjtor8411.com:80/Osiel123/Felicidade321/136821.ts","No data (insufficient stream data: 235 bytes)",486
Dead,"BR – 24H INFANTIL","[24H] POCOYO","http://tjtor8411.com:80/Osiel123/Felicidade321/137435.ts","No data (insufficient stream data: 235 bytes)",480
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/138791.ts","No data (insufficient stream data: 235 bytes)",479
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/138792.ts","No data (insufficient stream data: 235 bytes)",489
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/138793.ts","No data (insufficient stream data: 235 bytes)",366
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S04]","http://tjtor8411.com:80/Osiel123/Felicidade321/138794.ts","No data (insufficient stream data: 235 bytes)",448
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S05]","http://tjtor8411.com:80/Osiel123/Felicidade321/138795.ts","No data (insufficient stream data: 235 bytes)",513
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S06]","http://tjtor8411.com:80/Osiel123/Felicidade321/138796.ts","No data (insufficient stream data: 235 bytes)",906
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S07]","http://tjtor8411.com:80/Osiel123/Felicidade321/138797.ts","No data (insufficient stream data: 235 bytes)",518
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S08]","http://tjtor8411.com:80/Osiel123/Felicidade321/138798.ts","No data (insufficient stream data: 235 bytes)",379
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S09]","http://tjtor8411.com:80/Osiel123/Felicidade321/138799.ts","No data (insufficient stream data: 235 bytes)",331
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S10]","http://tjtor8411.com:80/Osiel123/Felicidade321/138800.ts","No data (insufficient stream data: 235 bytes)",388
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S11]","http://tjtor8411.com:80/Osiel123/Felicidade321/138801.ts","No data (insufficient stream data: 235 bytes)",469
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S12]","http://tjtor8411.com:80/Osiel123/Felicidade321/138802.ts","No data (insufficient stream data: 235 bytes)",512
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S13]","http://tjtor8411.com:80/Osiel123/Felicidade321/138803.ts","No data (insufficient stream data: 235 bytes)",510
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S14]","http://tjtor8411.com:80/Osiel123/Felicidade321/138804.ts","No data (insufficient stream data: 235 bytes)",446
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S15]","http://tjtor8411.com:80/Osiel123/Felicidade321/138805.ts","No data (insufficient stream data: 235 bytes)",381
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S16]","http://tjtor8411.com:80/Osiel123/Felicidade321/138806.ts","No data (insufficient stream data: 235 bytes)",336
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S17]","http://tjtor8411.com:80/Osiel123/Felicidade321/138807.ts","No data (insufficient stream data: 235 bytes)",486
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S18]","http://tjtor8411.com:80/Osiel123/Felicidade321/138808.ts","No data (insufficient stream data: 235 bytes)",472
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S19]","http://tjtor8411.com:80/Osiel123/Felicidade321/138809.ts","No data (insufficient stream data: 235 bytes)",430
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S20]","http://tjtor8411.com:80/Osiel123/Felicidade321/138810.ts","No data (insufficient stream data: 235 bytes)",432
Dead,"BR – 24H INFANTIL","[24H] POKEMON [S21]","http://tjtor8411.com:80/Osiel123/Felicidade321/138811.ts","No data (insufficient stream data: 235 bytes)",451
Dead,"BR – 24H INFANTIL","[24H] RUA DALMATAS 101","http://tjtor8411.com:80/Osiel123/Felicidade321/137439.ts","No data (insufficient stream data: 235 bytes)",501
Dead,"BR – 24H INFANTIL","[24H] SAILOR MOON","http://tjtor8411.com:80/Osiel123/Felicidade321/140755.ts","No data (insufficient stream data: 235 bytes)",483
Dead,"BR – 24H INFANTIL","[24H] SCOOBY DOO MISTÉRIO SA","http://tjtor8411.com:80/Osiel123/Felicidade321/151951.ts","No data (insufficient stream data: 235 bytes)",600
Dead,"BR – 24H INFANTIL","[24H] SÍTIO DO PICAPAU AMARELO (1977) [S01]","http://tjtor8411.com:80/Osiel123/Felicidade321/137024.ts","No data (insufficient stream data: 235 bytes)",656
Dead,"BR – 24H INFANTIL","[24H] SÍTIO DO PICAPAU AMARELO (1977) [S02]","http://tjtor8411.com:80/Osiel123/Felicidade321/137025.ts","No data (insufficient stream data: 235 bytes)",449
Dead,"BR – 24H INFANTIL","[24H] SÍTIO DO PICAPAU AMARELO (1977) [S03]","http://tjtor8411.com:80/Osiel123/Felicidade321/137026.ts","No data (insufficient stream data: 235 bytes)",427
Dead,"BR – 24H INFANTIL","[24H] THUNDERCATS","http://tjtor8411.com:80/Osiel123/Felicidade321/135468.ts","No data (insufficient stream data: 235 bytes)",618
Dead,"BR – 24H INFANTIL","[24H] THUNDERCATS (2011)","http://tjtor8411.com:80/Osiel123/Felicidade321/135489.ts","No data (insufficient stream data: 235 bytes)",527
Dead,"BR – 24H INFANTIL","[24H] TOM E JERRY","http://tjtor8411.com:80/Osiel123/Felicidade321/136814.ts","No data (insufficient stream data: 235 bytes)",410
Dead,"BR – 24H INFANTIL","[24H] TRES ESPIAS DEMAIS","http://tjtor8411.com:80/Osiel123/Felicidade321/140758.ts","No data (insufficient stream data: 235 bytes)",344
Dead,"BR – 24H INFANTIL","[24H] TURMA DA MONICA","http://tjtor8411.com:80/Osiel123/Felicidade321/137612.ts","No data (insufficient stream data: 235 bytes)",367
